PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,TaggedPitchType2,GeneralPitchType,Vert Strike,Horz Strike,Strike?,Foul?,In Play?,Swing Strike?,Swing?,Ball Called?,First Pitch,In Strike Zone?,Chase?,In-zone take,In-zone whiff,In-zone/swing,LA<10,Ground Ball?,Fly Ball?,EV>90,EV>100,EV>105,Good Swing Decision,RunValue,Stuff+,xBA,xWOBA
153,06/21/2025,7:40:13 PM,5,5,Jack Bussard,,Left,Danville dans 2025,Nolan Mccrossin,,Right,Normal cornbelters,,4,Bottom,1,2,2,Fastball,,Foul,,,,,,,80.74750358949947,-2.535511572878302,1.316636826540484,1818.901529831856,160.885521656074,11:15,6.468710606492773,-1.3796485747394869,6.000000192000004,-25.35250093027541,18.259101802574587,-4.359642995205414,1.99735147397346,0.5190628006377213,72.72053879678357,-7.312575831432164,0.4888692719319445,0.4753051786177506,61.184375808945646,35.83436331581887,59.03613993042619,,94.34307529634238,56.56309878028773,37.12959233750393,179.27830905233068,,59.047917990346,3.0393543060662087,2.800879161284006,10.728998432062989,1.2749094073378424,50.000000000000064,6.247304124795762,-2.567155376170045,-117.24050671562352,-5.934247990371681,3.820588347719717,26.29267346917265,-17.538971086772122,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,23b8c990-3234-481a-9b71-6f883b02809b,80.98817095218959,6.469021222712651,-1.383302770453566,-2.540776175595384,1.3602243197219623,72.91588310931883,1.9980450691520657,-0.5162862290446492,-7.30082827820239,0.5309792915593666,0.4750889583859455,-4.768858442458011,16.812492418753607,37.22929989272336,70.39466628441947,1448.2469232908263,1100.4470111746955,79.62206307147954,-0.7523219583103479,0.6050063695731918,0.2607277580541625,42.53414054267259,25.52058885828337,35.820026183029675,0.8828393093264716,0.8324365605913397,1.8497193615668728,153.74867284949096,92.20660330845726,,,,,,,,,0.9972437755561552,0.0,,24.498356380741,medium,high,26.644800344022485,41.149940230215,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,95.68268585205078,0.0,
154,06/21/2025,7:40:31 PM,5,6,Jack Bussard,,Left,Danville dans 2025,Nolan Mccrossin,,Right,Normal cornbelters,,4,Bottom,1,2,2,Fastball,,BallCalled,,,,,,,80.08460473352552,-0.9636270723898694,0.5580761599430902,1872.831465970884,167.8787629434942,11:30,6.597466133615503,-0.1990228106629553,6.000000192000004,-26.404783567219656,17.894666489464246,-2.4706118237645134,3.5013515452494173,-0.1137817159968549,71.90221636261438,-5.9605502520653,0.0885389169307378,0.4790387990070606,,,,,,,,,,,,1.5267427043665067,10.00972113786178,0.1549932053079697,49.99999999999995,6.503683503222537,-1.0620719445917763,-116.38954262521916,-2.7233100527270406,2.0495340720691315,26.196037279731467,-18.73677265303392,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,8b3f045e-c06d-40ea-a5d6-78c3fe14a6ed,80.33163725175875,6.597557032339127,-0.2021903186167743,-0.9663250581284928,0.5955144293996462,72.10086250954622,3.5022650284787,0.1160913831120732,-5.945315533044942,0.1238932425666008,0.4788128050962361,-2.822466727293201,16.32927789378324,41.73067991355352,51.74907514884226,1397.6601555349466,1246.6129269186488,74.62818630134417,-0.7296438619420572,0.6656300631260481,0.1567049896879273,,,,,,,,,,,,,,,,,0.9951592745425556,0.0,,,medium,high,43.425832366041945,18.606466355912307,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,97.68551635742188,0.0,
155,06/21/2025,7:40:48 PM,5,7,Jack Bussard,,Left,Danville dans 2025,Nolan Mccrossin,,Right,Normal cornbelters,,4,Bottom,1,3,2,Fastball,,Foul,,,,,,,80.94139712893005,-1.6093769673332554,0.2187538888460736,1650.65763112072,162.43737372113986,11:30,6.565951890047578,-0.6387777133643152,6.000000192000004,-25.60511599496037,17.767606311137094,-4.071268007659668,2.9360429397123182,0.7747405962968391,72.7484013366185,-6.44778616357452,-0.554874016795413,0.4740016607116951,,,,,,,,,,,,2.2767921305090097,10.158770062173271,0.623315673875751,49.99999999999995,6.420004530571189,-0.3297367486842196,-117.61221725990048,-4.054836385847357,3.121963939073836,26.684671480660302,-18.24422552588371,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,746738c1-b71e-4429-abbb-d29cdcd24e44,81.18562332758842,6.566068612594862,-0.6422024610505156,-1.612351934347987,0.2595263040381418,72.94703904747143,2.936899084138094,-0.7721238022782929,-6.433682460573251,-0.5153108537093205,0.4737811829134171,-4.453500925463545,16.256905660075333,35.3249239154865,58.09579332517366,1346.7486815902223,954.4310366978144,81.58861390752743,-0.777855808947272,0.578212597635889,0.2461920640925347,,,,,,,,,,,,,,,,,0.9976726280036916,0.0,,,medium,high,37.71378600734369,20.470055540262496,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,96.35653686523438,0.0,
156,06/21/2025,7:41:07 PM,5,8,Jack Bussard,,Left,Danville dans 2025,Nolan Mccrossin,,Right,Normal cornbelters,,4,Bottom,1,3,2,Fastball,,InPlay,,LineDrive,Double,0.0,2.0,,82.47857312440073,-1.75415182659153,-0.9731563010971928,1727.218848681349,160.1478847448529,11:15,6.405921772173556,0.1645301664441198,6.000000192000004,-24.71482039354177,17.092095326254242,-4.56232669341886,2.7153108701788304,1.12019603611921,74.11116833659206,-6.422194865744223,-1.8397886380762365,0.4653670036903825,83.38488874964987,10.817946565282808,30.487219433707548,2968.535986727112,63.4760447222666,89.83758536031485,10.338152031374364,166.61410266588155,,37.5703509660453,1.650034286595274,2.1364833754664723,9.846225574382723,-0.0826148177083066,49.99999999999999,6.248673085961094,2.171403650761886,-119.81658205703438,-4.407489818785005,3.038933201292122,27.797101361676862,-18.16878179454331,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,bc5c1c7d-92a4-4415-ad90-5eaf5cf406be,82.72449480906795,6.4061041677753,0.1608100312046514,-1.7578594951343922,-0.928916872420693,74.31165902491172,2.7160787905464803,-1.1173719416722443,-6.409475197001689,-1.796736525962271,0.4651524963696831,-4.977322044923618,15.628171506149751,36.963583583366,70.80220974562074,1380.0786920970982,1038.5893100064568,79.90178506624818,-0.7515340332474467,0.6013073043982651,0.2713413395487641,41.55317956653853,70.57929679168963,15.650425045125248,1.406243762244856,2.088618568805858,2.8723791635180103,101.59046547090504,132.05921600767505,23.730749869276146,0.7371585439284222,0.1719224809077877,0.3661494270594484,0.1482106574400777,-0.9186774178596192,,,0.9971295154494332,0.0,0.9950560282584936,45.48936225572831,medium,high,26.278011228941324,82.74071801181955,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,1.269,96.35653686523438,0.75,0.8140499999999999
157,06/21/2025,7:41:55 PM,6,1,Jack Bussard,,Left,Danville dans 2025,Caleb Royer,,Left,Normal cornbelters,,4,Bottom,1,0,0,Slider,,StrikeSwinging,,,,,,,73.2203996545344,-0.2946372868679145,-1.3111332564300944,1690.3078296411616,259.5377833783626,2:45,5.902086413061676,0.0894547165232643,6.000000192000004,-49.2570570766704,3.888508902584889,7.745837560657764,1.523423289815469,0.4838304888375928,66.11557867278418,-9.580024028289564,0.1629869304675738,0.5246927226315561,,,,,,,,,,,,-4.651877800998149,2.2082748187140524,0.0128904587768797,49.99999999999993,5.849647046118689,2.2300727834852228,-106.38300429793738,-1.849425149647476,-5.201555855298116,22.381827312088216,-29.704839235950644,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,6caca094-e17e-4dbf-b824-381358a2f7ac,73.41424073877629,5.893029365019037,0.087604447785981,-0.1886254159437066,-1.2887745418524028,66.25066534477442,1.53144544032949,-0.4827130329323807,-9.459916664036363,0.1796873248913144,0.5244795040816275,7.531961282846627,0.8903374864494565,72.87271184266504,40.15191682047089,497.7880406430205,1615.347524695227,29.449549479321576,-0.0534765781555773,0.9556528677017084,-0.2895994683045385,,,,,,,,,,,,,,,,,0.99626012863796,0.0,,,medium,high,53.86327486157619,-9.294282064458663,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Slider,Breaking,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,-1,0.0,104.60773468017578,0.0,
158,06/21/2025,7:42:02 PM,6,2,Jack Bussard,,Left,Danville dans 2025,Caleb Royer,,Left,Normal cornbelters,,4,Bottom,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,9f9c7019-40e7-49bc-83e8-7febc5cf3219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asa Martinez,,Danville dans 2025,2019-02,Other,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,,0.0,
159,06/21/2025,7:42:20 PM,6,2,Jack Bussard,,Left,Danville dans 2025,Caleb Royer,,Left,Normal cornbelters,,4,Bottom,1,0,1,Fastball,,BallCalled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,ad384d6d-eb31-41f4-b040-0191cc655394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asa Martinez,,Danville dans 2025,2019-02,Other,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,,0.0,
160,06/21/2025,7:42:29 PM,6,3,Jack Bussard,,Left,Danville dans 2025,Caleb Royer,,Left,Normal cornbelters,,4,Bottom,1,1,1,Fastball,,Foul,,,,,,,80.6348745610357,-1.4706048403266478,-1.0084274503833193,1795.7509485762678,167.55085599023926,11:30,6.435539611279515,0.4402340469087661,6.000000192000004,-26.89247997614764,16.834853171708932,-2.2564912016528003,2.827216678609425,0.6851297767955737,72.47140762449456,-6.551759664010323,-1.4371153474918652,0.4759354102282662,,,,,,,,,,,,0.8770172957753354,9.609914101314155,-0.3567789232182106,49.99999999999994,6.300146891602137,2.1280073601044407,-117.15371728578488,-3.792823084049609,1.1926975584853483,26.564963815012028,-19.10507005605986,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,b9874f83-c5c8-4b54-ba1e-ae40cf8839d7,80.8776116811432,6.435163448189159,0.4371507596810852,-1.4677430903984303,-0.9714243018893808,72.67033980018044,2.8284919772443824,-0.6827803073393443,-6.531380860045555,-1.4015234863200587,0.4757135947035126,-2.60410723929828,15.239776710812244,43.07144327319234,79.8623912858204,1311.800972226724,1226.3358751082783,73.05027310534149,-0.7133269574629848,0.6829097743651807,0.1574766390075006,,,,,,,,,,,,,,,,,0.996700382743958,0.0,,,medium,high,18.12384784276163,-16.859048478424096,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,98.46807098388672,0.0,
161,06/21/2025,7:42:48 PM,6,4,Jack Bussard,,Left,Danville dans 2025,Caleb Royer,,Left,Normal cornbelters,,4,Bottom,1,1,2,Slider,,BallCalled,,,,,,,73.1825781814293,-1.9700034461738345,0.3229266698558254,1690.7488335806786,283.9298612802148,3:30,5.793248861020697,-0.2514934159421375,6.000000192000004,-50.97458259103208,2.3358747882070787,6.353850685978744,-0.2862929073397521,-0.5781233501372558,66.40191147202552,-11.51906632055059,1.532913695419894,0.5255060577795557,,,,,,,,,,,,-3.3271021419721016,1.962767654855748,0.2215263214138293,50.000000000000014,5.60333065894533,-0.7666323547450365,-106.28158075968103,-5.00044656490916,-3.7073217967698775,22.598364605241272,-29.986977774453965,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,2bc38e66-90cb-4da7-b829-02396852bd2e,73.36509964741208,5.7834986388030005,-0.25436748930097,-1.8564053449290927,0.3573100785273143,66.5257487250196,-0.2778429067643704,0.5799985866350967,-11.393589885187664,1.5612117730400517,0.5253009474171809,6.027360226228774,-0.7956159764561868,78.77886957265831,26.332446553393336,329.013125377196,1658.4275629595509,19.459609780147527,0.0468458825246046,0.980883458276486,-0.1888732500118856,,,,,,,,,,,,,,,,,0.9880462434668348,0.0,,,medium,high,113.699201898054,-10.11481171002504,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Slider,Breaking,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,104.2638168334961,0.0,
162,06/21/2025,7:43:09 PM,6,5,Jack Bussard,,Left,Danville dans 2025,Caleb Royer,,Left,Normal cornbelters,,4,Bottom,1,2,2,Fastball,,StrikeSwinging,Strikeout,,StrikeoutSwinging,1.0,0.0,,81.56380964110839,-2.9960787456209865,0.4292764347067559,1833.210397170949,159.36127890334566,11:15,6.329262925397696,-0.3707203227278295,6.000000192000004,-24.55060429797729,18.204770454066384,-4.839946497718101,1.4962234842362596,0.3750749499129698,73.49673770761423,-7.616073357361383,-0.4899026626656413,0.4706162090312825,,,,,,,,,,,,2.7620151962691843,10.854523755985053,0.3385572271315293,50.00000000000004,6.070765489942218,-0.7442438558748918,-118.40783470883144,-6.922491785613224,3.843042044148912,26.81520529866708,-17.071167016849117,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,ff654296-4d92-472f-ad90-daf01301a18a,81.80238315183611,6.329696031874303,-0.3744367248689256,-3.0027762356532284,0.4740093672934168,73.69355558126215,1.4968010342302065,-0.3721526696647935,-7.606264183173738,-0.4458937540965314,0.4704042624062228,-5.259207368430998,16.80629981312435,35.519096458912784,64.2492046942089,1492.0901333702943,1065.0480713069646,81.39219238953265,-0.7616856712495527,0.5809742694840541,0.2868864521210231,,,,,,,,,,,,,,,,,0.9969935284289716,0.0,,,medium,high,32.175715775211955,-14.55321172974032,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,0.0,99.78557586669922,0.0,0.0
163,06/21/2025,7:45:44 PM,7,1,Dylan King,,Right,Danville dans 2025,Jack Novak,,Right,Normal cornbelters,,4,Bottom,2,0,0,Fastball,,BallCalled,,,,,,,94.15459058411648,-3.149828222672366,-5.601763920219351,2297.7777538202204,197.71598614081785,12:30,5.745391120918462,3.5795757848861727,6.000000192000004,-10.229797815812235,22.124285523573768,6.05244484896977,1.948463300453556,1.1389499259910971,84.39486631630946,-5.08054682587627,-4.462097050831019,0.4093889086234484,,,,,,,,,,,,-5.135560729676244,13.011425204032973,-3.125338475960871,49.99999999999999,5.481397390023598,13.13674891989565,-136.0325720851002,-7.86932369256911,-9.44649491668862,34.9476041203746,-8.240467934728139,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,2c1908f8-bdcf-420a-8ca5-f72e7fa00ab3,94.42183459932136,5.74962246584564,3.5826103912565994,-3.2005900629621995,-5.637464395560521,84.61494898554622,1.945832637909176,-1.1412764283300427,-5.119149756274122,-4.49739277745732,0.4092170087848763,6.390124001343233,21.56635804217466,-16.016039049673115,50.10868503047211,2208.588355109751,-633.9716741501177,96.11844972551476,-0.9156018754284784,-0.2759064374681556,-0.2924873390003127,,,,,,,,,,,,,,,,,0.9849060506076333,0.0,,,medium,high,44.90218347257508,79.23535584213927,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,73.95736694335938,0.0,
164,06/21/2025,7:46:31 PM,7,2,Dylan King,,Right,Danville dans 2025,Jack Novak,,Right,Normal cornbelters,,4,Bottom,2,1,0,Fastball,,BallCalled,,,,,,,94.6713973517621,-5.320402444769842,-4.559549240734699,2183.356728994874,199.51080061495705,12:45,6.050996483963252,2.357520163690787,6.000000192000004,-10.49636483551492,21.528347989418908,6.376460063967373,0.2015455800064536,1.3576924574657612,85.14973961501137,-7.290485592904239,-3.3564465440658777,0.4072997508558161,,,,,,,,,,,,-4.936025905862963,13.379316484870529,-1.989043094233044,49.99999999999999,5.608897022210518,10.67835412119269,-136.6339989019769,-13.123268894857828,-9.176996420927848,34.74465929076854,-7.29939498779811,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,95f1c363-68d9-4bdb-a025-95c2688530f6,94.93077737103305,6.054727938500277,2.360594683246861,-5.365453858589223,-4.596266047033903,85.36624008686478,0.1991654105136958,-1.360139362289959,-7.324568655371306,-3.393185667326992,0.4071349321656067,6.72232071927149,20.992558703404608,-15.038014991759786,52.58029212720494,2108.585254441436,-566.493451682668,96.57538900718892,-0.9102989010237612,-0.2594598693652126,-0.3225468756381307,,,,,,,,,,,,,,,,,0.973648266622854,0.0,,,medium,high,42.6777370855156,74.70363471048155,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,82.03679656982422,0.0,
165,06/21/2025,7:47:05 PM,7,3,Dylan King,,Right,Danville dans 2025,Jack Novak,,Right,Normal cornbelters,,4,Bottom,2,2,0,Fastball,,Foul,,,,,,,95.17211294716635,-3.737003573595757,-4.613173660745922,2106.821894341458,199.3076435227919,12:45,6.076041900060799,2.626591993451016,6.000000192000004,-10.302096184729926,21.296328506670694,6.609275556281798,1.7281488263981175,1.1193782454485612,85.38396251055237,-5.680609080417563,-3.365283492562673,0.4045798400392465,,,,,,,,,,,,-5.101584445344301,12.753865803249054,-2.253849249558801,49.99999999999999,5.764244623677468,10.878332409625797,-137.63295120961124,-9.37295238663447,-9.609153887277945,35.68590332518614,-8.15134439037115,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,390fdb34-66b2-44fb-9105-6c0f7040f338,95.43781307364608,6.07982079448673,2.6297069408966305,-3.7823521138322462,-4.649943679167183,85.60470618077676,1.7257783751694793,-1.121824600905145,-5.714918277695413,-3.4020573489290133,0.4044108359767119,6.95531719108754,20.719702473479703,-9.159387891387423,71.76557541854002,2079.958531098581,-335.3669682404087,98.72493430436492,-0.9317233311740308,-0.159181451997031,-0.3264244161916872,,,,,,,,,,,,,,,,,0.9973934666477338,0.0,,,medium,high,25.410982123314017,-39.47119357542224,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,87.03273010253906,0.0,
166,06/21/2025,7:47:30 PM,7,4,Dylan King,,Right,Danville dans 2025,Jack Novak,,Right,Normal cornbelters,,4,Bottom,2,2,1,Fastball,,Foul,,,,,,,95.07004120700716,-1.7742204118748903,-5.669831475975894,2240.2063849195392,195.4857210298611,12:30,5.899198336704851,3.829382476342591,6.000000192000004,-9.67757814465467,22.04800142186537,5.370790933145539,3.435147605494333,1.009825339682762,85.00903007005618,-3.604857889477979,-4.658043276609343,0.4053930554020077,,,,,,,,,,,,-4.820213705974739,12.525262726202216,-3.3691468012459134,50.00000000000004,5.748316835158478,13.463600699696242,-137.46467593847183,-4.610753015912103,-9.03823502256264,36.17514482377313,-8.688313238161696,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,5401172f-8ab8-40c8-9a3c-2c7331f1b0ed,95.3453498381341,5.903629438149291,3.8320960718009673,-1.8269239498580336,-5.701442013459576,85.23471532404677,3.432417393682234,-1.0118776543377266,-3.645278195032837,-4.689232663048417,0.405217187396399,5.669638095543606,21.46940721759385,-14.20920987379894,54.29280006830084,2171.669299020551,-549.8882638553573,96.94059054735489,-0.9342135852868144,-0.2454632160487782,-0.2588296479009825,,,,,,,,,,,,,,,,,0.9967372695623178,0.0,,,medium,high,41.13647993852926,77.68448772080123,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Other,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,75.30400848388672,0.0,
167,06/21/2025,7:47:57 PM,7,5,Dylan King,,Right,Danville dans 2025,Jack Novak,,Right,Normal cornbelters,,4,Bottom,2,2,2,Curveball,,StrikeCalled,Strikeout,,StrikeoutLooking,1.0,0.0,,83.9026464950531,1.641458358189582,-2.155509379189165,2285.739340385825,40.93922005721407,7:15,5.116621318900849,2.818899160661714,6.000000192000004,-47.29873023466355,-6.62379538351874,-9.47654716792087,2.7021192991105845,-0.0249244292402325,75.17384139985899,-7.318665474633375,-3.957303685914731,0.4590235373608181,,,,,,,,,,,,4.35879775080541,-4.181075694974743,-2.6377864286729724,50.00000000000002,5.223236133875114,4.869216938076976,-121.77091357038634,2.064841821732162,6.362489896713383,30.11544347703272,-38.2771205215017,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,85438b33-39e5-420a-b010-00a104a5718d,84.09449282882468,5.104729288920239,2.8192431569041583,1.7815081399579975,-2.160012078381319,75.30023632987755,2.7117642468534915,0.0249213438267012,-7.17269141094898,-3.95700990200866,0.4588683588922397,-9.4304234988178,-9.57020849452442,-54.33304872621724,9.560034243592568,1332.7521864124435,-1856.9803288673456,58.30726902514965,0.4404560894293262,-0.8124199886037285,0.3820630777787129,,,,,,,,,,,,,,,,,0.9977833086816794,0.0,,,medium,high,81.39596918076668,4.554970369480245,54.667001749344,Asa Martinez,,Danville dans 2025,2022-11,Curveball,Breaking,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2,0.0,126.86801147460938,0.0,0.0
168,06/21/2025,7:51:10 PM,1,1,Trey Bryant,,Right,Normal cornbelters,Ben Fabbian,,Right,Danville dans 2025,,5,Top,0,0,0,Slider,,Foul,,,,,,,69.45516405188523,2.414493236655064,-2.7128847870468737,2016.2214987766592,54.48142990962897,7:45,5.249987525895693,2.8508280489550057,6.000000192000004,-58.51121262252152,0.8767146998136255,-6.4154677909090685,2.6219162011366026,0.2070181450162921,62.4573014909438,-8.644246661136345,-3.931233746054827,0.5546520297447493,,,,,,,,,,,,2.508984868408953,-0.3859765285006808,-2.625989529535538,50.00000000000002,5.413283560874738,4.93294688412513,-100.72242465821492,2.789849779226126,2.5092005355008578,20.396008176521285,-32.56005929223582,Normal Cornbelters,Danville Dans 2025,,,,51bc8f08-a4d1-45ed-a140-f8c3abb25a55,87149428-5eee-4f10-847a-00fc32d975ec,69.63841406871475,5.2383760154076535,2.854963726993544,2.550295736066119,-2.7624883515444334,62.57411641738367,2.631883445373976,-0.2098021230271178,-8.493683057912891,-3.973199916374903,0.5544425995129363,-5.944023822342356,-2.736837281383241,-73.75165064364016,0.1926188993121533,564.1414863942281,-1935.6894160629463,27.98013446124448,0.1625552883319312,-0.960057918853372,0.2277379430008421,,,,,,,,,,,,,,,,,0.9974022504147654,0.0,,,medium,high,89.82664299061906,-33.68150046204093,54.667001749344,Kannan Kleine,,Normal cornbelters,2022-11,Slider,Breaking,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,0.0,109.89349365234375,0.0,
